"tt0190590","O Brother, Where Art Thou?","2000","movie","107","7.7","279882"
"tt0192263","Longitude","2000","tvMovie","200","7.8","2073"
"tt0195685","Erin Brockovich","2000","movie","131","7.3","170996"
"tt0198781","Monsters, Inc.","2001","movie","92","8","796187"
"tt0200465","The Bank Job","2008","movie","111","7.2","171480"
"tt0203009","Moulin Rouge!","2001","movie","127","7.6","263123"
"tt0203019","Men of Honor","2000","movie","129","7.2","105547"
"tt0203119","Sexy Beast","2000","movie","89","7.3","54231"
"tt0206036","If These Walls Could Talk 2","2000","tvMovie","96","7.1","6522"
"tt0206634","Children of Men","2006","movie","109","7.9","457055"
"tt0208092","Snatch","2000","movie","104","8.3","767587"
"tt0209144","Memento","2000","movie","113","8.4","1101283"
"tt0210628","The Crossing","2000","tvMovie","89","7.1","1778"
"tt0210945","Remember the Titans","2000","movie","113","7.8","194629"
"tt0211915","Amélie","2001","movie","122","8.3","691357"
"tt0212338","Meet the Parents","2000","movie","108","7","306783"
"tt0212720","A.I. Artificial Intelligence","2001","movie","146","7.2","286699"
"tt0213565","The Color of Friendship","2000","tvMovie","87","7.2","3378"
"tt0213847","Malena","2000","movie","108","7.5","87984"
"tt0214698","The Three Stooges","2000","tvMovie","88","7","1781"
"tt0215750","Enemy at the Gates","2001","movie","131","7.6","238605"
"tt0217505","Gangs of New York","2002","movie","167","7.5","397547"
"tt0217869","Unbreakable","2000","movie","106","7.3","380545"
"tt0218127","Crossfire Trail","2001","tvMovie","92","7.2","2786"
"tt0218505","Path to War","2002","tvMovie","165","7.3","3095"
"tt0218839","Best in Show","2000","movie","90","7.4","54581"
"tt0219224","On the Beach","2000","tvMovie","195","7","3622"
"tt0220608","The Last of the Blonde Bombshells","2000","tvMovie","83","7.2","1401"
"tt0221027","Blow","2001","movie","124","7.6","236881"
"tt0223897","Pay It Forward","2000","movie","123","7.2","111436"
"tt0226771","Homicide: The Movie","2000","tvMovie","88","7.8","1734"
"tt0230600","The Others","2001","movie","101","7.6","330951"
"tt0231844","Just a Question of Love","2000","tvMovie","88","7.7","5440"
"tt0234215","The Matrix Reloaded","2003","movie","138","7.2","506619"
"tt0235376","Fail Safe","2000","tvMovie","86","7.3","5442"
"tt0236285","For Love or Country: The Arturo Sandoval Story","2000","tvMovie","120","7.3","1093"
"tt0237534","Brotherhood of the Wolf","2001","movie","142","7","61918"
"tt0238380","Equilibrium","2002","movie","107","7.4","308379"
"tt0239894","Paradise Lost 2: Revelations","2000","tvMovie","130","7.6","8003"
"tt0240628","James Dean","2001","tvMovie","120","7.3","5015"
"tt0240772","Ocean's Eleven","2001","movie","116","7.7","505133"
"tt0241303","Chocolat","2000","movie","121","7.2","175450"
"tt0241527","Harry Potter and the Sorcerer's Stone","2001","movie","152","7.6","626449"
"tt0242519","Hera Pheri","2000","movie","156","8.2","55137"
"tt0243017","Waking Life","2001","movie","99","7.8","59969"
"tt0243133","The Man Who Wasn't There","2001","movie","116","7.5","102354"
"tt0243664","Wit","2001","tvMovie","99","8","8716"
"tt0245429","Spirited Away","2001","movie","125","8.6","628408"
"tt0245574","Y Tu Mamá También","2001","movie","106","7.6","113836"
"tt0245712","Amores Perros","2000","movie","154","8.1","219566"
"tt0245844","The Count of Monte Cristo","2002","movie","131","7.8","127015"
"tt0246578","Donnie Darko","2001","movie","113","8","729071"
"tt0247745","Super Troopers","2001","movie","100","7.1","94961"
"tt0249248","Wings of Hope","2000","tvMovie","65","7.6","1019"
"tt0249462","Billy Elliot","2000","movie","110","7.7","124231"
"tt0250258","The Experiment","2001","movie","120","7.7","90008"
"tt0250425","Holiday Heart","2000","tvMovie","100","7.6","1107"
"tt0250440","Daria in 'Is It Fall Yet?'","2000","tvMovie","75","8.2","3618"
"tt0250798","Uprising","2001","tvMovie","177","7.2","4529"
"tt0250934","61*","2001","tvMovie","129","7.8","13603"
"tt0251160","John Q","2002","movie","116","7.1","121469"
"tt0253474","The Pianist","2002","movie","150","8.5","709281"
"tt0254686","The Piano Teacher","2001","movie","131","7.5","54715"
"tt0256009","The Devil's Backbone","2001","movie","106","7.4","60649"
"tt0257044","Road to Perdition","2002","movie","117","7.7","242660"
"tt0257360","About Schmidt","2002","movie","125","7.1","121260"
"tt0257850","The Laramie Project","2002","tvMovie","97","7.1","6132"
"tt0258463","The Bourne Identity","2002","movie","119","7.9","499641"
"tt0264464","Catch Me If You Can","2002","movie","141","8.1","802422"
"tt0264616","Frailty","2001","movie","100","7.2","75554"
"tt0265086","Black Hawk Down","2001","movie","144","7.7","358589"
"tt0265666","The Royal Tenenbaums","2001","movie","110","7.6","261258"
"tt0266308","Battle Royale","2000","movie","114","7.6","166628"
"tt0266425","Conspiracy","2001","tvMovie","96","7.7","18294"
"tt0266543","Finding Nemo","2003","movie","100","8.1","929354"
"tt0266697","Kill Bill: Vol. 1","2003","movie","111","8.1","978876"
"tt0266987","Spy Game","2001","movie","126","7.1","142786"
"tt0267736","The Matthew Shepard Story","2002","tvMovie","88","7.3","1307"
"tt0268126","Adaptation.","2002","movie","115","7.7","174632"
"tt0268380","Ice Age","2002","movie","81","7.5","432061"
"tt0268978","A Beautiful Mind","2001","movie","135","8.2","829003"
"tt0270288","Confessions of a Dangerous Mind","2002","movie","113","7","82327"
"tt0271732","The Pretender 2001","2001","tvMovie","96","7.6","2365"
"tt0272020","The Last Castle","2001","movie","131","7","69942"
"tt0272152","K-PAX","2001","movie","120","7.4","173353"
"tt0272338","Punch-Drunk Love","2002","movie","95","7.3","144518"
"tt0273656","Hornblower: Mutiny","2001","tvMovie","98","8.2","3783"
"tt0273657","Horatio Hornblower: Retribution","2001","tvMovie","98","8.3","3291"
"tt0274468","Door to Door","2002","tvMovie","90","7.8","3879"
"tt0274558","The Hours","2002","movie","110","7.5","122543"
"tt0274735","The Pretender: Island of the Haunted","2001","tvMovie","91","7.4","1732"
"tt0274812","Secretary","2002","movie","107","7","81923"
"tt0275491","Bad Education","2004","movie","106","7.4","54742"
"tt0275847","Lilo & Stitch","2002","movie","85","7.2","164081"
"tt0276751","About a Boy","2002","movie","101","7","169491"
"tt0276919","Dogville","2003","movie","178","8","135185"
"tt0277027","I Am Sam","2001","movie","132","7.7","141274"
"tt0277434","We Were Soldiers","2002","movie","138","7.2","128036"
"tt0278504","Insomnia","2002","movie","118","7.2","270064"
"tt0280707","Gosford Park","2001","movie","131","7.2","79048"
"tt0281358","A Walk to Remember","2002","movie","101","7.4","196772"
"tt0283474","The Mayor of Casterbridge","2003","tvMovie","196","7.8","1254"
"tt0285627","Daria in 'Is It College Yet?'","2002","tvMovie","90","8.2","3392"
"tt0285742","Monster's Ball","2001","movie","111","7","81576"
"tt0286112","Shaolin Soccer","2001","movie","113","7.3","73212"
"tt0287467","Talk to Her","2002","movie","112","7.9","102951"
"tt0287535","The Lost Battalion","2001","tvMovie","92","7","6605"
"tt0289043","28 Days Later...","2002","movie","113","7.6","369933"
"tt0289652","Living with the Dead","2002","tvMovie","142","7.1","1182"
"tt0289765","Red Dragon","2002","movie","124","7.2","247312"
"tt0289879","The Butterfly Effect","2004","movie","113","7.6","444792"
"tt0289992","The Life of David Gale","2003","movie","130","7.6","107802"
"tt0290334","X2: X-Men United","2003","movie","134","7.4","504588"
"tt0290673","Irréversible","2002","movie","97","7.4","116957"
"tt0292490","Dil Chahta Hai","2001","movie","183","8.1","65587"
"tt0292963","Before the Devil Knows You're Dead","2007","movie","117","7.3","95059"
"tt0293508","The Phantom of the Opera","2004","movie","143","7.2","114755"
"tt0295297","Harry Potter and the Chamber of Secrets","2002","movie","161","7.4","536882"
"tt0296042","Koroshiya 1","2001","movie","129","7","51475"
"tt0296251","Tru Confessions","2002","tvMovie","112","7.5","2930"
"tt0298130","The Ring","2002","movie","115","7.1","315436"
"tt0298148","Shrek 2","2004","movie","93","7.2","410680"
"tt0298203","8 Mile","2002","movie","110","7.1","245194"
"tt0299478","Saraband","2003","tvMovie","107","7.6","7055"
"tt0299658","Chicago","2002","movie","113","7.1","212645"
"tt0299977","Hero","2002","movie","120","7.9","172230"
"tt0301357","Good Bye Lenin!","2003","movie","121","7.7","135849"
"tt0302022","We Stand Alone Together","2001","tvMovie","78","8.6","1357"
"tt0302886","Old School","2003","movie","88","7.1","211980"
"tt0304141","Harry Potter and the Prisoner of Azkaban","2004","movie","142","7.9","534221"
"tt0307901","25th Hour","2002","movie","135","7.6","167998"
"tt0307987","Bad Santa","2003","movie","92","7","131848"
"tt0308644","Finding Neverland","2004","movie","106","7.7","196495"
"tt0309150","DreamKeeper","2003","tvMovie","174","7.6","1438"
"tt0309698","Identity","2003","movie","90","7.3","222976"
"tt0309987","The Dreamers","2003","movie","115","7.2","108720"
"tt0310775","Sympathy for Mr. Vengeance","2002","movie","129","7.6","61186"
"tt0310793","Bowling for Columbine","2002","movie","120","7.9","138705"
"tt0311113","Master and Commander: The Far Side of the World","2003","movie","138","7.4","198704"
"tt0311289","Holes","2003","movie","117","7","75963"
"tt0312004","Wallace & Gromit: The Curse of the Were-Rabbit","2005","movie","85","7.4","123301"
"tt0312318","9/11","2002","tvMovie","112","8.5","6311"
"tt0313410","No Night Is Too Long","2002","tvMovie","116","7.1","2341"
"tt0313542","Runaway Jury","2003","movie","127","7.1","89792"
"tt0314097","The Gathering Storm","2002","tvMovie","96","7.5","5495"
"tt0314331","Love Actually","2003","movie","135","7.6","416123"
"tt0315733","21 Grams","2003","movie","124","7.7","221532"
"tt0315983","House of Sand and Fog","2003","movie","126","7.5","64371"
"tt0316356","Open Range","2003","movie","139","7.4","65638"
"tt0316654","Spider-Man 2","2004","movie","127","7.3","533283"
"tt0317219","Cars","2006","movie","117","7.1","358604"
"tt0317248","City of God","2002","movie","130","8.6","686726"
"tt0317705","The Incredibles","2004","movie","115","8","643644"
"tt0317740","The Italian Job","2003","movie","111","7","337852"
"tt0318462","The Motorcycle Diaries","2004","movie","126","7.8","95483"
"tt0319061","Big Fish","2003","movie","125","8","408908"
"tt0319754","The Lion in Winter","2003","tvMovie","167","7.1","2081"
"tt0319758","Live from Baghdad","2002","tvMovie","108","7.3","4380"
"tt0320661","Kingdom of Heaven","2005","movie","144","7.2","262940"
"tt0320691","Underworld","2003","movie","121","7","249591"
"tt0324013","Soldier's Girl","2003","tvMovie","112","7.9","6288"
"tt0324554","Wicker Park","2004","movie","114","7","52275"
"tt0325710","The Last Samurai","2003","movie","154","7.7","392767"
"tt0325805","Matchstick Men","2003","movie","116","7.3","122265"
"tt0325980","Pirates of the Caribbean: The Curse of the Black Pearl","2003","movie","143","8","1002153"
"tt0327056","Mystic River","2003","movie","138","7.9","411921"
"tt0327137","Secondhand Lions","2003","movie","111","7.5","51537"
"tt0327597","Coraline","2009","movie","100","7.7","191209"
"tt0327890","Horatio Hornblower 3","2003","tvMovie","125","8.1","2988"
"tt0328107","Man on Fire","2004","movie","146","7.7","324202"
"tt0329390","Monte Walsh","2003","tvMovie","117","7.1","2172"
"tt0329575","Seabiscuit","2003","movie","140","7.3","66035"
"tt0330373","Harry Potter and the Goblet of Fire","2005","movie","157","7.7","531482"
"tt0332280","The Notebook","2004","movie","123","7.8","509154"
"tt0332379","School of Rock","2003","movie","109","7.1","262995"
"tt0332452","Troy","2004","movie","163","7.2","480191"
"tt0333766","Garden State","2004","movie","102","7.4","205392"
"tt0335266","Lost in Translation","2003","movie","102","7.7","404368"
"tt0335345","The Passion of the Christ","2004","movie","127","7.2","212500"
"tt0337978","Live Free or Die Hard","2007","movie","128","7.1","384355"
"tt0338013","Eternal Sunshine of the Spotless Mind","2004","movie","108","8.3","891580"
"tt0338109","Homeless to Harvard: The Liz Murray Story","2003","tvMovie","104","7.2","3643"
"tt0338139","Iron Jawed Angels","2004","tvMovie","123","7.5","5632"
"tt0338290","Normal","2003","tvMovie","110","7.2","3154"
"tt0338434","Silent Night","2002","tvMovie","100","7.6","1388"
"tt0338564","Infernal Affairs","2002","movie","101","8","116497"
"tt0338751","The Aviator","2004","movie","170","7.5","327481"
"tt0340377","The Station Agent","2003","movie","89","7.6","66640"
"tt0340855","Monster","2003","movie","109","7.3","133459"
"tt0342258","Unleashed","2005","movie","103","7","97644"
"tt0343818","I, Robot","2004","movie","115","7.1","491493"
"tt0344510","A Very Long Engagement","2004","movie","133","7.6","70252"
"tt0345591","Love Comes Softly","2003","tvMovie","84","7.3","5716"
"tt0345950","The SpongeBob SquarePants Movie","2004","movie","87","7.1","76973"
"tt0346039","Close to Leo","2002","tvMovie","88","7","1016"
"tt0347048","Head-On","2004","movie","121","7.9","50331"
"tt0347149","Howl's Moving Castle","2004","movie","119","8.2","320178"
"tt0347228","The Iceman Confesses: Secrets of a Mafia Hitman","2001","tvMovie","43","7.7","1234"
"tt0347304","Kal ho naa ho","2003","movie","186","8","62121"
"tt0349166","Supernatural","2005","tvMovie","100","8.4","2030"
"tt0349747","The Lost Prince","2003","tvMovie","180","7.7","1821"
"tt0350258","Ray","2004","movie","152","7.7","136250"
"tt0352248","Cinderella Man","2005","movie","144","8","173669"
"tt0352410","Hornblower: Duty","2003","tvMovie","96","8","2864"
"tt0353969","Memories of Murder","2003","movie","131","8.1","128845"
"tt0354899","The Science of Sleep","2006","movie","105","7.3","67211"
"tt0355702","Lords of Dogtown","2005","movie","107","7.1","51472"
"tt0357413","Anchorman: The Legend of Ron Burgundy","2004","movie","94","7.2","325086"
"tt0358273","Walk the Line","2005","movie","136","7.8","229839"
"tt0359950","The Secret Life of Walter Mitty","2013","movie","114","7.3","288914"
"tt0360486","Constantine","2005","movie","121","7","300056"
"tt0360717","King Kong","2005","movie","187","7.2","384765"
"tt0361596","Fahrenheit 9/11","2004","movie","122","7.5","125532"
"tt0361748","Inglourious Basterds","2009","movie","153","8.3","1232290"
"tt0361862","The Machinist","2004","movie","101","7.7","351589"
"tt0362227","The Terminal","2004","movie","128","7.4","397297"
"tt0362270","The Life Aquatic with Steve Zissou","2004","movie","119","7.3","176002"
"tt0363163","Downfall","2004","movie","156","8.2","325145"
"tt0363547","Dawn of the Dead","2004","movie","101","7.3","230820"
"tt0363589","Elephant","2003","movie","81","7.2","84573"
"tt0364517","Love Me If You Dare","2003","movie","93","7.6","66504"
"tt0364569","Oldboy","2003","movie","120","8.4","502060"
"tt0365130","Doc Martin","2001","tvMovie","90","7.7","1602"
"tt0365376","A Tale of Two Sisters","2003","movie","114","7.2","54985"
"tt0365748","Shaun of the Dead","2004","movie","99","7.9","502960"
"tt0366551","Harold & Kumar Go to White Castle","2004","movie","88","7.1","179577"
"tt0366627","The Jacket","2005","movie","103","7.1","107398"
"tt0367089","The Squid and the Whale","2005","movie","81","7.3","76833"
"tt0367110","Swades","2004","movie","210","8.2","81489"
"tt0367501","Anglian Lives: Alan Partridge","2003","tvMovie","29","8.5","2329"
"tt0368909","Ong-Bak: The Thai Warrior","2003","movie","108","7.2","70286"
"tt0369339","Collateral","2004","movie","120","7.5","353341"
"tt0369610","Jurassic World","2015","movie","124","7","570115"
"tt0369702","The Sea Inside","2004","movie","126","8","76440"
"tt0370986","Mysterious Skin","2004","movie","105","7.6","65080"
"tt0371746","Iron Man","2008","movie","126","7.9","921925"
"tt0372183","The Bourne Supremacy","2004","movie","108","7.7","427668"
"tt0372588","Team America: World Police","2004","movie","98","7.2","157695"
"tt0372784","Batman Begins","2005","movie","140","8.2","1280667"
"tt0372824","The Chorus","2004","movie","97","7.9","56310"
"tt0373074","Kung Fu Hustle","2004","movie","99","7.7","124949"
"tt0373469","Kiss Kiss Bang Bang","2005","movie","103","7.5","211717"
"tt0373889","Harry Potter and the Order of the Phoenix","2007","movie","138","7.5","494957"
"tt0374546","Spring, Summer, Fall, Winter... and Spring","2003","movie","103","8","75727"
"tt0374887","Munna Bhai M.B.B.S.","2003","movie","156","8.1","72127"
"tt0375063","Sideways","2004","movie","127","7.5","177222"
"tt0375662","Cloaca","2003","tvMovie","108","7.5","1685"
"tt0375679","Crash","2004","movie","112","7.7","415465"
"tt0375912","Layer Cake","2004","movie","105","7.3","163911"
"tt0376541","Closer","2004","movie","104","7.2","200017"
"tt0377092","Mean Girls","2004","movie","97","7","325542"
"tt0377184","Gunpowder, Treason & Plot","2004","tvMovie","205","7.1","1644"
"tt0377972","The Wool Cap","2004","tvMovie","103","7.2","1086"
"tt0378194","Kill Bill: Vol. 2","2004","movie","137","8","669279"
"tt0379217","Coffee and Cigarettes","2003","movie","95","7.1","58906"
"tt0379725","Capote","2005","movie","114","7.3","123459"
"tt0379786","Serenity","2005","movie","119","7.8","280097"
"tt0381061","Casino Royale","2006","movie","144","8","571149"
"tt0381131","The Deal","2003","tvMovie","90","7","1268"
"tt0381681","Before Sunset","2004","movie","80","8","229376"
"tt0381849","3:10 to Yuma","2007","movie","122","7.7","284415"
"tt0382737","Henry VIII","2003","tvMovie","193","7.2","2152"
"tt0382932","Ratatouille","2007","movie","111","8","625735"
"tt0383028","Synecdoche, New York","2008","movie","124","7.6","80301"
"tt0383053","Windy City Heat","2003","tvMovie","120","7.4","1625"
"tt0383574","Pirates of the Caribbean: Dead Man's Chest","2006","movie","151","7.3","644988"
"tt0384116","G.O.R.A.","2004","movie","127","8","55235"
"tt0385002","Green Street Hooligans","2005","movie","109","7.5","139995"
"tt0385004","House of Flying Daggers","2004","movie","119","7.5","106604"
"tt0385700","Fainaru fantajî sebun adobento chirudoren","2005","movie","101","7.2","54669"
"tt0386032","Sicko","2007","movie","123","7.9","73224"
"tt0386792","Something the Lord Made","2004","tvMovie","110","8.2","11987"
"tt0387131","The Constant Gardener","2005","movie","129","7.4","130597"
"tt0387301","I Want a Dog for Christmas, Charlie Brown","2003","tvMovie","43","7.1","1342"
"tt0387361","Louis Theroux: Louis and the Brothel","2003","tvMovie","80","7.5","1540"
"tt0387564","Saw","2004","movie","103","7.6","372423"
"tt0387898","Caché","2005","movie","117","7.3","71911"
"tt0388795","Brokeback Mountain","2005","movie","134","7.7","317477"
"tt0389074","Kim Possible: A Sitch in Time","2003","tvMovie","66","7","3895"
"tt0389557","Black Book","2006","movie","145","7.7","71639"
"tt0390022","Friday Night Lights","2004","movie","118","7.2","58111"
"tt0390521","Super Size Me","2004","movie","100","7.2","100015"
"tt0393109","Brick","2005","movie","110","7.3","99928"
"tt0393162","Coach Carter","2005","movie","136","7.3","124145"
"tt0395169","Hotel Rwanda","2004","movie","121","8.1","329657"
"tt0395565","Gracie's Choice","2004","tvMovie","90","7.5","3258"
"tt0395571","Hawking","2004","tvMovie","90","7.5","5602"
"tt0395644","Louis and the Nazis","2003","tvMovie","70","7.7","1820"
"tt0396171","Perfume: The Story of a Murderer","2006","movie","147","7.5","231422"
"tt0397313","Eight Below","2006","movie","120","7.3","59954"
"tt0397535","Memoirs of a Geisha","2005","movie","145","7.4","136547"
"tt0398286","Tangled","2010","movie","100","7.7","396733"
"tt0398808","Bridge to Terabithia","2007","movie","96","7.1","140612"
"tt0399146","A History of Violence","2005","movie","96","7.4","220630"
"tt0399295","Lord of War","2005","movie","122","7.6","290208"
"tt0400063","Sometimes in April","2005","tvMovie","140","7.9","4967"
"tt0400435","The Five People You Meet in Heaven","2004","tvMovie","180","7.3","5608"
"tt0401383","The Diving Bell and the Butterfly","2007","movie","112","8","102146"
"tt0401445","A Good Year","2006","movie","117","7","87085"
"tt0401504","Ike: Countdown to D-Day","2004","tvMovie","89","7.1","3068"
"tt0401711","Paris, je t'aime","2006","movie","120","7.2","69926"
"tt0401792","Sin City","2005","movie","124","8","733501"
"tt0401997","Breach","2007","movie","110","7","57108"
"tt0402348","Love's Enduring Promise","2004","tvMovie","120","7.1","3073"
"tt0404030","Everything Is Illuminated","2005","movie","106","7.4","56294"
"tt0404203","Little Children","2006","movie","137","7.5","104217"
"tt0404364","Reefer Madness: The Movie Musical","2005","tvMovie","112","7.1","6069"
"tt0404390","Running Scared","2006","movie","122","7.4","96228"
"tt0405094","The Lives of Others","2006","movie","137","8.4","350267"
"tt0405159","Million Dollar Baby","2004","movie","132","8.1","624226"
"tt0405296","A Scanner Darkly","2006","movie","100","7.1","105219"
"tt0405422","The 40-Year-Old Virgin","2005","movie","116","7.1","388460"
"tt0405496","Z Channel: A Magnificent Obsession","2004","tvMovie","120","7.7","1282"
"tt0405508","Rang De Basanti","2006","movie","167","8.2","109223"
"tt0406046","The Magic of Ordinary Days","2005","tvMovie","98","7.6","4189"
"tt0407612","The Brooke Ellison Story","2004","tvMovie","91","7","1574"
"tt0407887","The Departed","2006","movie","151","8.5","1161659"
"tt0407936","Lackawanna Blues","2005","tvMovie","95","7.9","2208"
"tt0408056","Omagh","2004","tvMovie","106","7.3","1557"
"tt0408236","Sweeney Todd: The Demon Barber of Fleet Street","2007","movie","116","7.3","338001"
"tt0408306","Munich","2005","movie","164","7.5","208840"
"tt0409459","Watchmen","2009","movie","162","7.6","491954"
"tt0411291","Dirty Filthy Love","2004","tvMovie","120","7.2","1301"
"tt0411477","Hellboy II: The Golden Army","2008","movie","120","7","252803"
"tt0412019","Broken Flowers","2005","movie","106","7.2","96972"
"tt0412080","The World's Fastest Indian","2005","movie","127","7.8","51291"
"tt0412366","An American Girl Holiday","2004","tvMovie","86","7","1773"
"tt0414387","Pride & Prejudice","2005","movie","129","7.8","248779"
"tt0414852","District B13","2004","movie","84","7.2","65828"
"tt0414993","The Fountain","2006","movie","97","7.2","225423"
"tt0416320","Match Point","2005","movie","124","7.6","203195"
"tt0416449","300","2006","movie","117","7.6","723131"
"tt0416508","Becoming Jane","2007","movie","120","7","57387"
"tt0417741","Harry Potter and the Half-Blood Prince","2009","movie","153","7.6","458968"
"tt0418279","Transformers","2007","movie","144","7","589794"
"tt0418689","Flags of Our Fathers","2006","movie","135","7.1","116115"
"tt0418763","Jarhead","2005","movie","125","7","173344"
"tt0419887","The Kite Runner","2007","movie","128","7.6","76672"
"tt0419909","The Last Casino","2004","tvMovie","92","7.1","1514"
"tt0419967","Miracle Run","2004","tvMovie","120","7.4","1484"
"tt0420223","Stranger Than Fiction","2006","movie","113","7.5","215476"
"tt0421082","Control","2007","movie","122","7.7","60728"
"tt0421715","The Curious Case of Benjamin Button","2008","movie","166","7.8","576506"
"tt0423510","Warm Springs","2005","tvMovie","121","7.5","2608"
"tt0423977","Charlie Bartlett","2007","movie","97","7","62378"
"tt0424136","Hard Candy","2005","movie","104","7.1","152095"
"tt0424345","Clerks II","2006","movie","97","7.3","128944"
"tt0425112","Hot Fuzz","2007","movie","121","7.8","454839"
"tt0425210","Lucky Number Slevin","2006","movie","110","7.7","296989"
"tt0426931","August Rush","2007","movie","114","7.5","102421"
"tt0427309","The Great Debaters","2007","movie","126","7.5","55279"
"tt0427312","Grizzly Man","2005","movie","103","7.8","52031"
"tt0427470","The Lookout","2007","movie","99","7","56184"
"tt0427944","Thank You for Smoking","2005","movie","92","7.6","211250"
"tt0428803","March of the Penguins","2005","movie","80","7.5","55320"
"tt0431197","The Kingdom","2007","movie","110","7","116165"
"tt0431308","P.S. I Love You","2007","movie","126","7","198138"
"tt0431420","Jesse Stone: Stone Cold","2005","tvMovie","87","7.2","5437"
"tt0432283","Fantastic Mr. Fox","2009","movie","87","7.9","193443"
"tt0433035","Real Steel","2011","movie","127","7.1","293482"
"tt0433383","Good Night, and Good Luck.","2005","movie","93","7.4","93162"
"tt0434409","V for Vendetta","2005","movie","132","8.2","1011171"
"tt0435625","The Descent","2005","movie","99","7.2","197215"
"tt0435761","Toy Story 3","2010","movie","103","8.3","740804"
"tt0436697","The Queen","2006","movie","103","7.3","102635"
"tt0437086","Alita: Battle Angel","2019","movie","122","7.3","218180"
"tt0437806","Alone in the Wilderness","2004","tvMovie","57","8.7","3404"
"tt0439856","The Trailer Park Boys Christmas Special","2004","tvMovie","57","8","2982"
"tt0440963","The Bourne Ultimatum","2007","movie","115","8","598044"
"tt0441773","Kung Fu Panda","2008","movie","92","7.5","410210"
"tt0441909","Volver","2006","movie","121","7.6","93230"
"tt0443272","Lincoln","2012","movie","150","7.3","240673"
"tt0443453","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","2006","movie","84","7.3","347179"
"tt0443518","The Girl in the Café","2005","tvMovie","94","7.4","8113"
"tt0443543","The Illusionist","2006","movie","110","7.6","350947"
"tt0443680","The Assassination of Jesse James by the Coward Robert Ford","2007","movie","160","7.5","166196"
"tt0443706","Zodiac","2007","movie","157","7.7","445898"
"tt0444518","A Love to Hide","2005","tvMovie","103","8.1","2868"
"tt0445922","Across the Universe","2007","movie","133","7.3","105120"
"tt0445990","Invincible","2006","movie","105","7.1","64884"
"tt0446029","Scott Pilgrim vs. the World","2010","movie","112","7.5","369633"
"tt0446059","Fearless","2006","movie","104","7.6","72120"
"tt0446724","Kim Possible: So the Drama","2005","tvMovie","71","7.1","3834"
"tt0446755","The Painted Veil","2006","movie","125","7.5","88147"
"tt0448115","Shazam!","2019","movie","132","7.1","241890"
"tt0448134","Sunshine","2007","movie","107","7.2","230017"
"tt0449059","Little Miss Sunshine","2006","movie","101","7.8","432548"
"tt0449088","Pirates of the Caribbean: At World's End","2007","movie","169","7.1","585834"
"tt0449467","Babel","2006","movie","143","7.4","285552"
"tt0450188","La Vie En Rose","2007","movie","140","7.6","81483"
"tt0450259","Blood Diamond","2006","movie","143","8","490367"
"tt0451094","Lady Vengeance","2005","movie","115","7.6","70349"
"tt0451279","Wonder Woman","2017","movie","141","7.4","537119"
