"nm0000231","Oliver Stone","1946",NULL
"nm0000232","Sharon Stone","1958",NULL
"nm0000233","Quentin Tarantino","1963",NULL
"nm0000234","Charlize Theron","1975",NULL
"nm0000235","Uma Thurman","1970",NULL
"nm0000239","Liv Tyler","1977",NULL
"nm0000240","Skeet Ulrich","1970",NULL
"nm0000242","Mark Wahlberg","1971",NULL
"nm0000243","Denzel Washington","1954",NULL
"nm0000244","Sigourney Weaver","1949",NULL
"nm0000245","Robin Williams","1951","2014"
"nm0000246","Bruce Willis","1955",NULL
"nm0000249","James Woods","1947",NULL
"nm0000250","Renée Zellweger","1969",NULL
"nm0000255","Ben Affleck","1972",NULL
"nm0000257","Alan Alda","1936",NULL
"nm0000260","Joan Allen","1956",NULL
"nm0000261","Karen Allen","1951",NULL
"nm0000264","Pedro Almodóvar","1949",NULL
"nm0000265","Robert Altman","1925","2006"
"nm0000267","Julie Andrews","1935",NULL
"nm0000269","Jean-Jacques Annaud","1943",NULL
"nm0000271","Anne Archer","1947",NULL
"nm0000272","Fanny Ardant","1949",NULL
"nm0000273","Alan Arkin","1934",NULL
"nm0000279","Hank Azaria","1964",NULL
"nm0000285","Alec Baldwin","1958",NULL
"nm0000288","Christian Bale","1974",NULL
"nm0000293","Sean Bean","1959",NULL
"nm0000295","Kate Beckinsale","1973",NULL
"nm0000297","Tom Berenger","1949",NULL
"nm0000300","Juliette Binoche","1964",NULL
"nm0000301","Thora Birch","1982",NULL
"nm0000302","Jacqueline Bisset","1944",NULL
"nm0000307","Helena Bonham Carter","1966",NULL
"nm0000308","Ernest Borgnine","1917","2012"
"nm0000313","Jeff Bridges","1949",NULL
"nm0000317","Clancy Brown","1959",NULL
"nm0000318","Tim Burton","1958",NULL
"nm0000321","Gabriel Byrne","1950",NULL
"nm0000323","Michael Caine","1933",NULL
"nm0000326","Kim Cattrall","1956",NULL
"nm0000327","Lacey Chabert","1982",NULL
"nm0000329","Jackie Chan","1954",NULL
"nm0000330","Stockard Channing","1944",NULL
"nm0000332","Don Cheadle","1964",NULL
"nm0000334","Yun-Fat Chow","1955",NULL
"nm0000335","Glenn Close","1947",NULL
"nm0000341","Michael Crichton","1942","2008"
"nm0000342","James Cromwell","1940",NULL
"nm0000343","David Cronenberg","1943",NULL
"nm0000345","Billy Crystal","1948",NULL
"nm0000349","Joan Cusack","1962",NULL
"nm0000353","Willem Dafoe","1955",NULL
"nm0000354","Matt Damon","1970",NULL
"nm0000357","Lolita Davidovich","1961",NULL
"nm0000358","Daniel Day-Lewis","1957",NULL
"nm0000360","Rebecca De Mornay","1959",NULL
"nm0000362","Danny DeVito","1944",NULL
"nm0000365","Julie Delpy","1969",NULL
"nm0000366","Catherine Deneuve","1943",NULL
"nm0000368","Laura Dern","1967",NULL
"nm0000375","Robert Downey Jr.","1965",NULL
"nm0000377","Richard Dreyfuss","1947",NULL
"nm0000379","Kirsten Dunst","1982",NULL
"nm0000380","Robert Duvall","1931",NULL
"nm0000381","Anthony Edwards","1962",NULL
"nm0000385","Sam Elliott","1944",NULL
"nm0000386","Roland Emmerich","1955",NULL
"nm0000398","Sally Field","1946",NULL
"nm0000399","David Fincher","1962",NULL
"nm0000401","Laurence Fishburne","1961",NULL
"nm0000402","Carrie Fisher","1956","2016"
"nm0000404","Jane Fonda","1937",NULL
"nm0000410","Stephen Fry","1957",NULL
"nm0000412","Andy Garcia","1956",NULL
"nm0000417","Crispin Glover","1964",NULL
"nm0000418","Danny Glover","1946",NULL
"nm0000420","Valeria Golino","1965",NULL
"nm0000421","Cuba Gooding Jr.","1968",NULL
"nm0000422","John Goodman","1952",NULL
"nm0000424","Hugh Grant","1960",NULL
"nm0000431","Taylor Hackford","1944",NULL
"nm0000432","Gene Hackman","1930",NULL
"nm0000434","Mark Hamill","1951",NULL
"nm0000435","Daryl Hannah","1960",NULL
"nm0000436","Curtis Hanson","1945","2016"
"nm0000437","Woody Harrelson","1961",NULL
"nm0000438","Ed Harris","1950",NULL
"nm0000439","Neil Patrick Harris","1973",NULL
"nm0000450","Philip Seymour Hoffman","1967","2014"
"nm0000451","Gaby Hoffmann","1982",NULL
"nm0000453","Ian Holm","1931","2020"
"nm0000456","Holly Hunter","1958",NULL
"nm0000457","John Hurt","1940","2017"
"nm0000458","William Hurt","1950",NULL
"nm0000460","Jeremy Irons","1948",NULL
"nm0000463","Famke Janssen","1964",NULL
"nm0000464","Jim Jarmusch","1953",NULL
"nm0000466","Jean-Pierre Jeunet","1953",NULL
"nm0000467","Don Johnson","1949",NULL
"nm0000474","Michael Keaton","1951",NULL
"nm0000481","Alice Krige","1954",NULL
"nm0000487","Ang Lee","1954",NULL
"nm0000489","Christopher Lee","1922","2015"
"nm0000490","Spike Lee","1957",NULL
"nm0000491","John Leguizamo","1964",NULL
"nm0000492","Jennifer Jason Leigh","1962",NULL
"nm0000496","Juliette Lewis","1973",NULL
"nm0000498","Matthew Lillard","1970",NULL
"nm0000500","Richard Linklater","1960",NULL
"nm0000501","Ray Liotta","1954",NULL
"nm0000502","Christopher Lloyd","1938",NULL
"nm0000506","Julia Louis-Dreyfus","1961",NULL
"nm0000513","William H. Macy","1950",NULL
"nm0000514","Michael Madsen","1957",NULL
"nm0000515","Virginia Madsen","1961",NULL
"nm0000518","John Malkovich","1953",NULL
"nm0000520","Michael Mann","1943",NULL
"nm0000531","Frances McDormand","1957",NULL
"nm0000535","Rose McGowan","1973",NULL
"nm0000538","Colm Meaney","1953",NULL
"nm0000545","Helen Mirren","1945",NULL
"nm0000547","Alfred Molina","1953",NULL
"nm0000551","Dermot Mulroney","1963",NULL
"nm0000552","Eddie Murphy","1961",NULL
"nm0000553","Liam Neeson","1952",NULL
"nm0000554","Sam Neill","1947",NULL
"nm0000559","Leonard Nimoy","1931","2015"
"nm0000560","Nick Nolte","1941",NULL
"nm0000566","Julia Ormond","1965",NULL
"nm0000568","Frank Oz","1944",NULL
"nm0000569","Gwyneth Paltrow","1972",NULL
"nm0000570","Alan Parker","1944","2020"
"nm0000571","Mary-Louise Parker","1964",NULL
"nm0000574","Jason Patric","1966",NULL
"nm0000576","Sean Penn","1960",NULL
"nm0000579","Ron Perlman","1950",NULL
"nm0000582","Joe Pesci","1943",NULL
"nm0000583","Wolfgang Petersen","1941",NULL
"nm0000586","Jada Pinkett Smith","1971",NULL
"nm0000591","Roman Polanski","1933",NULL
"nm0000596","Jonathan Pryce","1947",NULL
"nm0000598","Dennis Quaid","1954",NULL
"nm0000600","Sam Raimi","1959",NULL
"nm0000602","Robert Redford","1936",NULL
"nm0000603","Vanessa Redgrave","1937",NULL
"nm0000604","John C. Reilly","1965",NULL
"nm0000605","Brad Renfro","1982","2008"
"nm0000609","Ving Rhames","1959",NULL
"nm0000610","Giovanni Ribisi","1974",NULL
"nm0000613","Joely Richardson","1965",NULL
"nm0000614","Alan Rickman","1946","2016"
"nm0000615","John Ritter","1948","2003"
"nm0000618","Isabella Rossellini","1952",NULL
"nm0000620","Mickey Rourke","1952",NULL
"nm0000621","Kurt Russell","1951",NULL
"nm0000623","Rene Russo","1954",NULL
"nm0000627","Greta Scacchi","1960",NULL
"nm0000630","Liev Schreiber","1967",NULL
"nm0000631","Ridley Scott","1937",NULL
"nm0000633","Tom Selleck","1945",NULL
"nm0000636","William Shakespeare","1564","1616"
"nm0000638","William Shatner","1931",NULL
"nm0000640","Martin Sheen","1940",NULL
"nm0000652","James Spader","1960",NULL
"nm0000656","Madeleine Stowe","1958",NULL
"nm0000657","David Strathairn","1949",NULL
"nm0000658","Meryl Streep","1949",NULL
"nm0000661","Donald Sutherland","1935",NULL
"nm0000662","Kiefer Sutherland","1966",NULL
"nm0000666","Lili Taylor","1967",NULL
"nm0000667","David Thewlis","1963",NULL
"nm0000668","Emma Thompson","1959",NULL
"nm0000671","Billy Bob Thornton","1955",NULL
"nm0000673","Marisa Tomei","1964",NULL
"nm0000675","Jeanne Tripplehorn","1963",NULL
"nm0000678","Kathleen Turner","1954",NULL
"nm0000681","Vince Vaughn","1970",NULL
"nm0000682","Paul Verhoeven","1938",NULL
"nm0000685","Jon Voight","1938",NULL
"nm0000686","Christopher Walken","1943",NULL
"nm0000690","Lesley Ann Warren","1946",NULL
"nm0000691","John Waters","1946",NULL
"nm0000695","Joanne Whalley","1961",NULL
"nm0000701","Kate Winslet","1975",NULL
"nm0000702","Reese Witherspoon","1976",NULL
"nm0000704","Elijah Wood","1981",NULL
"nm0000705","Robin Wright","1966",NULL
"nm0000706","Michelle Yeoh","1962",NULL
"nm0000709","Robert Zemeckis","1951",NULL
"nm0000719","F. Murray Abraham","1939",NULL
"nm0000722","Joss Ackland","1928",NULL
"nm0000729","Casey Affleck","1975",NULL
"nm0000735","Brian Aldiss","1925","2017"
"nm0000741","Tim Allen","1953",NULL
"nm0000759","Paul Thomas Anderson","1970",NULL
"nm0000775","Christina Applegate","1971",NULL
"nm0000776","Michael Apted","1941",NULL
"nm0000777","Gregg Araki","1959",NULL
"nm0000799","Edward Asner","1929",NULL
"nm0000800","Armand Assante","1949",NULL
"nm0000801","Olivier Assayas","1955",NULL
"nm0000807","Jane Austen","1775","1817"
"nm0000809","Daniel Auteuil","1950",NULL
"nm0000816","Jon Avnet","1949",NULL
"nm0000834","Kathy Baker","1950",NULL
"nm0000837","Bob Balaban","1945",NULL
"nm0000838","Daniel Baldwin","1960",NULL
"nm0000849","Javier Bardem","1969",NULL
"nm0000867","Jason Bateman","1969",NULL
"nm0000870","Kathy Bates","1948",NULL
"nm0000872","Patrick Bauchau","1938",NULL
"nm0000876","Noah Baumbach","1969",NULL
"nm0000881","Michael Bay","1965",NULL
"nm0000885","Ned Beatty","1937",NULL
"nm0000893","Ed Begley Jr.","1949",NULL
"nm0000899","Monica Bellucci","1964",NULL
"nm0000905","Roberto Benigni","1952",NULL
"nm0000906","Annette Bening","1958",NULL
"nm0000916","Peter Berg","1964",NULL
"nm0000929","Corbin Bernsen","1954",NULL
"nm0000932","Halle Berry","1966",NULL
"nm0000934","Bernardo Bertolucci","1941","2018"
"nm0000941","Kathryn Bigelow","1951",NULL
"nm0000944","Antonia Bird","1951","2013"
"nm0000948","Shane Black","1961",NULL
"nm0000949","Cate Blanchett","1969",NULL
"nm0000950","Brenda Blethyn","1946",NULL
"nm0000957","Jan de Bont","1943",NULL
"nm0000959","Powers Boothe","1948","2017"
"nm0000961","Timothy Bottoms","1951",NULL
"nm0000965","Danny Boyle","1956",NULL
"nm0000973","Benjamin Bratt","1963",NULL
"nm0000979","Wilford Brimley","1934","2020"
"nm0000980","Jim Broadbent","1949",NULL
"nm0000982","Josh Brolin","1968",NULL
"nm0000983","Albert Brooks","1947",NULL
"nm0000985","James L. Brooks","1940",NULL
"nm0000986","Bryan Brown","1947",NULL
"nm0000988","Jerry Bruckheimer","1943",NULL
"nm0000995","Ellen Burstyn","1932",NULL
"nm0001014","Mariah Carey","1970",NULL
"nm0001015","Robert Carlyle","1961",NULL
"nm0001016","David Carradine","1936","2009"
"nm0001018","Keith Carradine","1949",NULL
"nm0001024","Nick Cassavetes","1959",NULL
"nm0001029","Jim Caviezel","1968",NULL
"nm0001035","Ben Chaplin","1970",NULL
"nm0001041","Maggie Cheung","1964",NULL
"nm0001046","Julie Christie","1940",NULL
"nm0001053","Ethan Coen","1957",NULL
"nm0001054","Joel Coen","1954",NULL
"nm0001057","Toni Collette","1972",NULL
"nm0001059","Robbie Coltrane","1950",NULL
"nm0001060","Chris Columbus","1958",NULL
"nm0001062","Jeffrey Combs","1954",NULL
"nm0001065","Harry Connick Jr.","1967",NULL
"nm0001068","Sofia Coppola","1971",NULL
"nm0001075","Peter Coyote","1941",NULL
"nm0001081","Cameron Crowe","1957",NULL
"nm0001082","Billy Crudup","1968",NULL
"nm0001084","Ice Cube","1969",NULL
"nm0001085","Kieran Culkin","1982",NULL
"nm0001086","Alan Cumming","1965",NULL
"nm0001089","Henry Czerny","1959",NULL
"nm0001092","Mark Dacascos","1964",NULL
"nm0001094","Roald Dahl","1916","1990"
"nm0001097","Charles Dance","1946",NULL
"nm0001099","Jeff Daniels","1955",NULL
"nm0001100","Blythe Danner","1943",NULL
"nm0001101","Ted Danson","1947",NULL
"nm0001104","Frank Darabont","1959",NULL
"nm0001111","Jeremy Davies","1969",NULL
"nm0001112","Andrew Davis","1946",NULL
"nm0001114","Judy Davis","1955",NULL
"nm0001122","Ellen DeGeneres","1958",NULL
"nm0001125","Benicio Del Toro","1967",NULL
"nm0001129","Jonathan Demme","1944","2017"
"nm0001130","Ted Demme","1963","2002"
"nm0001131","Patrick Dempsey","1966",NULL
"nm0001132","Judi Dench","1934",NULL
"nm0001133","Brian Dennehy","1938","2020"
"nm0001136","Bruce Dern","1936",NULL
"nm0001140","Philip K. Dick","1928","1982"
"nm0001151","Stephen Dorff","1973",NULL
"nm0001156","Olympia Dukakis","1931",NULL
"nm0001172","Christopher Eccleston","1964",NULL
"nm0001173","Aaron Eckhart","1968",NULL
"nm0001188","Nora Ephron","1941","2012"
"nm0001191","Adam Sandler","1966",NULL
"nm0001199","Dennis Farina","1944","2013"
"nm0001200","Gary Farmer","1953",NULL
"nm0001201","Mia Farrow","1945",NULL
"nm0001212","Joseph Fiennes","1970",NULL
"nm0001213","Harvey Fierstein","1954",NULL
"nm0001215","Albert Finney","1936","2019"
"nm0001217","Fionnula Flanagan","1941",NULL
"nm0001219","Gary Fleder","1965",NULL
"nm0001220","Ian Fleming","1908","1964"
"nm0001231","Claire Forlani","1971",NULL
"nm0001239","John Frankenheimer","1930","2002"
"nm0001241","Stephen Frears","1941",NULL
"nm0001246","Dan Futterman","1967",NULL
"nm0001250","Charlotte Gainsbourg","1971",NULL
"nm0001254","James Gandolfini","1961","2013"
"nm0001255","Victor Garber","1949",NULL
"nm0001258","James Garner","1928","2014"
"nm0001276","Jackie Gleason","1916","1987"
"nm0001277","Scott Glenn","1939",NULL
"nm0001281","Bobcat Goldthwait","1962",NULL
"nm0001286","Elizabeth Gracen","1961",NULL
"nm0001291","Rupert Graves","1963",NULL
"nm0001293","Seth Green","1974",NULL
"nm0001300","John Grisham","1955",NULL
"nm0001302","Christopher Guest","1948",NULL
"nm0001303","Carla Gugino","1971",NULL
"nm0001305","Lukas Haas","1976",NULL
"nm0001309","Anthony Michael Hall","1968",NULL
"nm0001315","Marcia Gay Harden","1959",NULL
"nm0001321","Richard Harris","1930","2002"
"nm0001326","Josh Hartnett","1978",NULL
"nm0001331","Todd Haynes","1961",NULL
"nm0001334","John Heard","1946","2017"
"nm0001337","Katherine Heigl","1978",NULL
"nm0001338","Brian Helgeland","1961",NULL
"nm0001340","Katherine Helmond","1929","2019"
"nm0001345","Jim Henson","1936","1990"
"nm0001348","Werner Herzog","1942",NULL
"nm0001349","Jennifer Love Hewitt","1979",NULL
"nm0001354","Ciarán Hinds","1953",NULL
"nm0001364","Bob Hoskins","1942","2014"
"nm0001372","Bonnie Hunt","1961",NULL
"nm0001376","Isabelle Huppert","1953",NULL
"nm0001378","Anjelica Huston","1951",NULL
"nm0001392","Peter Jackson","1961",NULL
"nm0001394","Derek Jacobi","1938",NULL
"nm0001401","Angelina Jolie","1975",NULL
"nm0001406","Carol Kane","1952",NULL
"nm0001410","Lawrence Kasdan","1949",NULL
"nm0001413","Julie Kavner","1950",NULL
"nm0001416","Catherine Keener","1959",NULL
"nm0001424","Udo Kier","1944",NULL
"nm0001426","Ben Kingsley","1943",NULL
"nm0001427","Greg Kinnear","1963",NULL
"nm0001429","Takeshi Kitano","1947",NULL
"nm0001434","Kris Kristofferson","1936",NULL
"nm0001435","Lisa Kudrow","1963",NULL
"nm0001448","Jessica Lange","1949",NULL
"nm0001449","Frank Langella","1938",NULL
"nm0001451","Queen Latifah","1970",NULL
"nm0001459","Denis Leary","1957",NULL
"nm0001460","Mimi Leder","1952",NULL
"nm0001465","Elmore Leonard","1925","2013"
"nm0001467","Jared Leto","1971",NULL
"nm0001469","Barry Levinson","1942",NULL
"nm0001472","Jet Li","1963",NULL
"nm0001473","Laura Linney","1964",NULL
"nm0001475","John Lithgow","1945",NULL
"nm0001486","Sidney Lumet","1924","2011"
"nm0001493","Peter MacNicol","1954",NULL
"nm0001497","Tobey Maguire","1975",NULL
"nm0001504","Marilyn Manson","1969",NULL
"nm0001508","Penny Marshall","1943","2018"
"nm0001512","Mary Elizabeth Mastrantonio","1958",NULL
"nm0001517","Catherine McCormack","1972",NULL
"nm0001521","Mary McDonnell","1952",NULL
"nm0001524","Paul McGann","1959",NULL
"nm0001535","Dale Midkiff","1959",NULL
"nm0001538","Jonny Lee Miller","1972",NULL
"nm0001542","Jay Mohr","1970",NULL
"nm0001556","David Morse","1953",NULL
"nm0001557","Viggo Mortensen","1958",NULL
"nm0001565","Mike Newell","1942",NULL
"nm0001566","Mike Nichols","1931","2014"
"nm0001567","Connie Nielsen","1965",NULL
"nm0001570","Edward Norton","1969",NULL
"nm0001573","Catherine O'Hara","1954",NULL
"nm0001574","Michael O'Keefe","1955",NULL
"nm0001579","Edward James Olmos","1947",NULL
"nm0001590","Chazz Palminteri","1952",NULL
"nm0001592","Joe Pantoliano","1951",NULL
"nm0001593","Anna Paquin","1982",NULL
"nm0001598","Robert Patrick","1958",NULL
"nm0001599","Will Patton","1954",NULL
"nm0001601","David Paymer","1954",NULL
"nm0001602","Guy Pearce","1967",NULL
"nm0001605","Amanda Peet","1972",NULL
"nm0001608","Barry Pepper","1970",NULL
"nm0001610","Elizabeth Perkins","1960",NULL
"nm0001612","Matthew Perry","1969",NULL
"nm0001616","Mekhi Phifer","1974",NULL
"nm0001618","Joaquin Phoenix","1974",NULL
"nm0001626","Christopher Plummer","1929",NULL
"nm0001628","Sydney Pollack","1934","2008"
"nm0001631","Sarah Polley","1979",NULL
"nm0001632","Teri Polo","1969",NULL
"nm0001633","Annie Potts","1952",NULL
"nm0001639","Alex Proyas","1963",NULL
"nm0001642","Randy Quaid","1950",NULL
"nm0001644","Aidan Quinn","1959",NULL
"nm0001648","Charlotte Rampling","1946",NULL
"nm0001652","John Ratzenberger","1947",NULL
"nm0001653","Stephen Rea","1946",NULL
"nm0001657","Oliver Reed","1938","1999"
"nm0001659","Christopher Reeve","1952","2004"
"nm0001661","Rob Reiner","1947",NULL
"nm0001663","Paul Reiser","1956",NULL
"nm0001664","James Remar","1953",NULL
"nm0001666","Debbie Reynolds","1932","2016"
"nm0001667","Jonathan Rhys Meyers","1977",NULL
"nm0001669","Miranda Richardson","1958",NULL
"nm0001675","Robert Rodriguez","1968",NULL
"nm0001681","George A. Romero","1940","2017"
"nm0001687","Gena Rowlands","1930",NULL
"nm0001689","Mercedes Ruehl","1948",NULL
"nm0001691","Geoffrey Rush","1951",NULL
"nm0001708","Joel Schumacher","1939","2020"
"nm0001710","David Schwimmer","1966",NULL
"nm0001716","Tony Scott","1944","2012"
"nm0001718","Kyra Sedgwick","1965",NULL
"nm0001722","Rufus Sewell","1967",NULL
"nm0001731","Sam Shepard","1943","2017"
"nm0001737","Martin Short","1950",NULL
"nm0001741","Bryan Singer","1965",NULL
"nm0001744","Tom Sizemore","1961",NULL
"nm0001745","Stellan Skarsgård","1951",NULL
"nm0001747","Charles Martin Smith","1953",NULL
"nm0001749","Maggie Smith","1934",NULL
"nm0001752","Steven Soderbergh","1963",NULL
"nm0001756","Barry Sonnenfeld","1953",NULL
"nm0001758","Timothy Spall","1957",NULL
"nm0001767","Imelda Staunton","1956",NULL
"nm0001770","Fisher Stevens","1963",NULL
"nm0001772","Patrick Stewart","1940",NULL
"nm0001773","David Ogden Stiers","1942","2018"
"nm0001774","Ben Stiller","1965",NULL
"nm0001778","Matt Stone","1971",NULL
"nm0001780","Peter Stormare","1953",NULL
"nm0001787","Jeffrey Tambor","1944",NULL
"nm0001803","Danny Trejo","1944",NULL
"nm0001804","Stanley Tucci","1960",NULL
"nm0001806","John Turturro","1957",NULL
"nm0001808","Tracey Ullman","1959",NULL
"nm0001814","Gus Van Sant","1952",NULL
"nm0001823","Tom Waits","1949",NULL
"nm0001828","Melora Walters","1960",NULL
"nm0001829","Rachel Ward","1957",NULL
"nm0001831","David Warner","1941",NULL
"nm0001833","Emily Watson","1967",NULL
"nm0001837","Peter Weir","1944",NULL
"nm0001838","Rachel Weisz","1970",NULL
"nm0001845","Forest Whitaker","1961",NULL
"nm0001848","Dianne Wiest","1948",NULL
"nm0001851","JoBeth Williams","1948",NULL
"nm0001852","Treat Williams","1951",NULL
"nm0001856","Oprah Winfrey","1954",NULL
"nm0001857","Henry Winkler","1945",NULL
"nm0001858","Mare Winningham","1959",NULL
"nm0001864","Noah Wyle","1971",NULL
"nm0001872","Steve Zahn","1967",NULL
"nm0001873","Steven Zaillian","1953",NULL
"nm0001876","Catherine Zeta-Jones","1969",NULL
"nm0001878","David Zucker","1947",NULL
"nm0001880","Edward Zwick","1952",NULL
"nm0001884","Max von Sydow","1929","2020"
"nm0001885","Lars von Trier","1956",NULL
"nm0001887","Paul Brickman","1949",NULL
"nm0001920","Isaac Asimov","1920","1992"
"nm0001938","Richard Belzer","1944",NULL
"nm0001949","Andrew Birkin","1945",NULL
"nm0001951","Björk","1965",NULL
"nm0001953","Moritz Bleibtreu","1971",NULL
"nm0001960","Romane Bohringer","1973",NULL
"nm0001971","Ewen Bremner","1972",NULL
"nm0001974","Blair Brown","1946",NULL
"nm0001975","Roscoe Lee Browne","1922","2007"
"nm0001989","Leslie Caron","1931",NULL
"nm0001993","Vincent Cassel","1966",NULL
"nm0002006","Thomas Haden Church","1960",NULL
"nm0002041","Dean Devlin","1962",NULL
"nm0002044","Roger Donaldson","1945",NULL
"nm0002065","Gloria Estefan","1957",NULL
"nm0002071","Will Ferrell","1967",NULL
"nm0002077","Dexter Fletcher","1966",NULL
"nm0002080","Bob Fosse","1927","1987"
"nm0002084","Brenda Fricker","1945",NULL
"nm0002091","Michael Gambon","1940",NULL
"nm0002103","Julian Glover","1935",NULL
"nm0002120","Lasse Hallström","1946",NULL
"nm0002140","Agnieszka Holland","1948",NULL
"nm0002191","Jacques Audiard","1952",NULL
"nm0002253","John Carroll Lynch","1963",NULL
"nm0002332","Stephen Lang","1952",NULL
"nm0002339","Allen Coulter",NULL,NULL
"nm0002368","Tom Flynn",NULL,NULL
"nm0002375","Ron McLeod",NULL,NULL
"nm0002376","David Hare","1947",NULL
"nm0002417","Daniel Pyne",NULL,NULL
"nm0002433","Scott Smith",NULL,NULL
"nm0002479","Steven J. Brandman",NULL,NULL
"nm0002536","Emmy Rossum","1986",NULL
"nm0002565","Laine Megaw",NULL,NULL
"nm0002645","Paolo Genovese","1966",NULL
"nm0002657","Gary Ross","1956",NULL
"nm0002663","Diane Ladd","1935",NULL
"nm0002718","Brian Koppelman","1966",NULL
"nm0002728","Juan José Campanella","1959",NULL
"nm0002907","Alexander Skarsgård","1976",NULL
"nm0002999","Richard S. Wright","1960",NULL
"nm0003021","Chris McKay",NULL,NULL
"nm0003031","Caroline Thompson","1956",NULL
"nm0003067","Sebastian Roché","1964",NULL
"nm0003069","James DuMont","1965",NULL
"nm0003117","Ken Wheat","1950",NULL
"nm0003160","Christopher McQuarrie","1968",NULL
"nm0003198","Jerome Bixby","1923","1998"
"nm0003298","Scott Rosenberg","1963",NULL
"nm0003342","E. Bennett Walsh",NULL,NULL
"nm0003355","Christopher Monger","1950",NULL
"nm0003437","Judy Cairo",NULL,NULL
